Aikajakso 01.01.2016 - 31.12.2016,Sähkönkulutus mitattu kWh,Päiväsähkönkulutus (klo 07-22) mitattu kWh,Yösähkönkulutus (klo 22-07) mitattu kWh,Lämpötila °C,"Pörssisähkön hinta, sis. alv snt/kWh",
la 16.07.2016 21:00 - 22:00,1.737,1.737,0.000,16.80,3.80,
la 16.07.2016 22:00 - 23:00,3.060,0.000,3.060,16.10,3.79,
la 16.07.2016 23:00 - 00:00,3.947,0.000,3.947,14.40,3.81,
su 17.07.2016 00:00 - 01:00,1.927,0.000,1.927,12.90,3.47,
su 17.07.2016 01:00 - 02:00,0.295,0.000,0.295,13.10,3.04,
su 17.07.2016 02:00 - 03:00,0.860,0.000,0.860,12.50,2.73,
su 17.07.2016 03:00 - 04:00,0.781,0.000,0.781,12.90,2.66,
su 17.07.2016 04:00 - 05:00,0.700,0.000,0.700,12.70,2.50,
su 17.07.2016 05:00 - 06:00,0.589,0.000,0.589,14.30,2.43,
su 17.07.2016 06:00 - 07:00,0.649,0.000,0.649,15.00,2.41,
su 17.07.2016 07:00 - 08:00,0.797,0.797,0.000,15.40,2.41,
su 17.07.2016 08:00 - 09:00,1.215,1.215,0.000,15.70,2.66,
su 17.07.2016 09:00 - 10:00,0.836,0.836,0.000,15.80,3.24,
su 17.07.2016 10:00 - 11:00,1.093,1.093,0.000,16.70,3.38,
su 17.07.2016 11:00 - 12:00,1.666,1.666,0.000,17.40,3.51,
su 17.07.2016 12:00 - 13:00,1.215,1.215,0.000,21.20,3.56,
su 17.07.2016 13:00 - 14:00,0.655,0.655,0.000,20.50,3.52,
su 17.07.2016 14:00 - 15:00,1.678,1.678,0.000,19.20,3.55,
su 17.07.2016 15:00 - 16:00,1.890,1.890,0.000,20.60,3.52,
su 17.07.2016 16:00 - 17:00,1.332,1.332,0.000,13.30,3.48,
su 17.07.2016 17:00 - 18:00,1.419,1.419,0.000,14.70,3.49,
su 17.07.2016 18:00 - 19:00,3.148,3.148,0.000,16.60,3.54,
su 17.07.2016 19:00 - 20:00,0.868,0.868,0.000,17.20,3.60,
su 17.07.2016 20:00 - 21:00,1.738,1.738,0.000,16.50,3.59,
su 17.07.2016 21:00 - 22:00,0.940,0.940,0.000,15.50,3.57,
su 17.07.2016 22:00 - 23:00,2.225,0.000,2.225,13.80,3.73,
su 17.07.2016 23:00 - 00:00,3.445,0.000,3.445,12.70,3.79,
ma 18.07.2016 00:00 - 01:00,3.571,0.000,3.571,11.10,3.60,
ma 18.07.2016 01:00 - 02:00,3.178,0.000,3.178,10.90,3.23,
ma 18.07.2016 02:00 - 03:00,0.819,0.000,0.819,10.80,2.98,
ma 18.07.2016 03:00 - 04:00,0.244,0.000,0.244,9.50,2.89,
ma 18.07.2016 04:00 - 05:00,0.234,0.000,0.234,9.50,2.87,
ma 18.07.2016 05:00 - 06:00,0.227,0.000,0.227,10.50,2.85,
ma 18.07.2016 06:00 - 07:00,0.222,0.000,0.222,10.90,3.03,
ma 18.07.2016 07:00 - 08:00,0.439,0.439,0.000,13.60,3.66,
ma 18.07.2016 08:00 - 09:00,0.387,0.387,0.000,15.30,4.02,
ma 18.07.2016 09:00 - 10:00,0.870,0.870,0.000,15.50,4.28,
ma 18.07.2016 10:00 - 11:00,0.866,0.866,0.000,16.80,4.09,
ma 18.07.2016 11:00 - 12:00,0.170,0.170,0.000,17.60,3.96,
ma 18.07.2016 12:00 - 13:00,0.168,0.168,0.000,18.10,3.97,
ma 18.07.2016 13:00 - 14:00,0.166,0.166,0.000,17.30,3.94,
ma 18.07.2016 14:00 - 15:00,0.166,0.166,0.000,17.70,4.06,
ma 18.07.2016 15:00 - 16:00,0.159,0.159,0.000,17.20,3.91,
ma 18.07.2016 16:00 - 17:00,0.161,0.161,0.000,17.30,3.84,
ma 18.07.2016 17:00 - 18:00,0.167,0.167,0.000,17.60,3.75,
ma 18.07.2016 18:00 - 19:00,1.058,1.058,0.000,17.20,3.82,
ma 18.07.2016 19:00 - 20:00,0.666,0.666,0.000,17.20,3.99,
ma 18.07.2016 20:00 - 21:00,0.168,0.168,0.000,17.20,4.02,
ma 18.07.2016 21:00 - 22:00,0.173,0.173,0.000,17.00,4.00,
ma 18.07.2016 22:00 - 23:00,1.590,0.000,1.590,16.90,4.02,
ma 18.07.2016 23:00 - 00:00,2.651,0.000,2.651,16.70,4.01,
ti 19.07.2016 00:00 - 01:00,0.172,0.000,0.172,16.60,3.78,
ti 19.07.2016 01:00 - 02:00,0.190,0.000,0.190,17.10,3.42,
ti 19.07.2016 02:00 - 03:00,1.023,0.000,1.023,16.90,3.36,
ti 19.07.2016 03:00 - 04:00,0.939,0.000,0.939,16.60,3.27,
ti 19.07.2016 04:00 - 05:00,0.178,0.000,0.178,15.70,3.21,
ti 19.07.2016 05:00 - 06:00,0.176,0.000,0.176,13.40,3.18,
ti 19.07.2016 06:00 - 07:00,0.170,0.000,0.170,12.50,3.24,
ti 19.07.2016 07:00 - 08:00,0.163,0.163,0.000,12.80,3.84,
ti 19.07.2016 08:00 - 09:00,0.155,0.155,0.000,13.70,4.28,
ti 19.07.2016 09:00 - 10:00,0.990,0.990,0.000,14.60,4.74,
ti 19.07.2016 10:00 - 11:00,0.924,0.924,0.000,15.40,4.43,
ti 19.07.2016 11:00 - 12:00,0.164,0.164,0.000,15.20,4.09,
ti 19.07.2016 12:00 - 13:00,0.161,0.161,0.000,15.10,4.25,
ti 19.07.2016 13:00 - 14:00,0.163,0.163,0.000,15.10,4.09,
ti 19.07.2016 14:00 - 15:00,0.165,0.165,0.000,15.40,4.09,
ti 19.07.2016 15:00 - 16:00,0.165,0.165,0.000,15.70,4.03,
ti 19.07.2016 16:00 - 17:00,0.714,0.714,0.000,15.70,3.97,
ti 19.07.2016 17:00 - 18:00,1.092,1.092,0.000,16.00,4.02,
ti 19.07.2016 18:00 - 19:00,0.207,0.207,0.000,16.40,4.37,
ti 19.07.2016 19:00 - 20:00,0.166,0.166,0.000,16.30,4.65,
ti 19.07.2016 20:00 - 21:00,0.167,0.167,0.000,16.60,4.35,
ti 19.07.2016 21:00 - 22:00,0.167,0.167,0.000,16.60,4.20,
ti 19.07.2016 22:00 - 23:00,0.957,0.000,0.957,16.90,4.27,
ti 19.07.2016 23:00 - 00:00,1.045,0.000,1.045,16.70,3.96,
ke 20.07.2016 00:00 - 01:00,1.095,0.000,1.095,16.60,3.59,
ke 20.07.2016 01:00 - 02:00,0.716,0.000,0.716,16.30,3.47,
ke 20.07.2016 02:00 - 03:00,0.181,0.000,0.181,16.20,3.26,
ke 20.07.2016 03:00 - 04:00,0.171,0.000,0.171,16.40,3.19,
ke 20.07.2016 04:00 - 05:00,0.174,0.000,0.174,16.50,3.15,
ke 20.07.2016 05:00 - 06:00,0.173,0.000,0.173,16.60,3.13,
ke 20.07.2016 06:00 - 07:00,0.987,0.000,0.987,16.00,3.28,
ke 20.07.2016 07:00 - 08:00,1.077,1.077,0.000,15.10,3.70,
ke 20.07.2016 08:00 - 09:00,0.164,0.164,0.000,15.90,4.06,
ke 20.07.2016 09:00 - 10:00,0.153,0.153,0.000,16.30,4.45,
ke 20.07.2016 10:00 - 11:00,0.159,0.159,0.000,17.30,4.21,
ke 20.07.2016 11:00 - 12:00,0.164,0.164,0.000,17.60,4.03,
ke 20.07.2016 12:00 - 13:00,0.330,0.330,0.000,17.90,4.03,
ke 20.07.2016 13:00 - 14:00,1.091,1.091,0.000,18.10,4.03,
ke 20.07.2016 14:00 - 15:00,0.672,0.672,0.000,18.50,4.19,
ke 20.07.2016 15:00 - 16:00,0.165,0.165,0.000,18.90,4.11,
ke 20.07.2016 16:00 - 17:00,0.155,0.155,0.000,19.00,4.03,
ke 20.07.2016 17:00 - 18:00,0.155,0.155,0.000,18.90,4.02,
ke 20.07.2016 18:00 - 19:00,0.161,0.161,0.000,18.80,3.94,
ke 20.07.2016 19:00 - 20:00,0.165,0.165,0.000,18.70,4.04,
ke 20.07.2016 20:00 - 21:00,1.004,1.004,0.000,19.00,4.11,
ke 20.07.2016 21:00 - 22:00,0.890,0.890,0.000,19.00,3.99,
ke 20.07.2016 22:00 - 23:00,1.540,0.000,1.540,18.70,3.87,
ke 20.07.2016 23:00 - 00:00,0.567,0.000,0.567,18.50,3.68,
to 21.07.2016 00:00 - 01:00,0.176,0.000,0.176,17.70,3.60,
to 21.07.2016 01:00 - 02:00,0.194,0.000,0.194,16.60,3.24,
to 21.07.2016 02:00 - 03:00,0.188,0.000,0.188,15.70,3.24,
to 21.07.2016 03:00 - 04:00,1.027,0.000,1.027,13.20,3.20,
to 21.07.2016 04:00 - 05:00,1.066,0.000,1.066,10.80,3.16,
to 21.07.2016 05:00 - 06:00,0.171,0.000,0.171,9.30,3.16,
to 21.07.2016 06:00 - 07:00,0.167,0.000,0.167,12.70,3.34,
to 21.07.2016 07:00 - 08:00,0.162,0.162,0.000,16.10,3.76,
to 21.07.2016 08:00 - 09:00,0.152,0.152,0.000,17.30,4.02,
to 21.07.2016 09:00 - 10:00,0.385,0.385,0.000,18.90,4.09,
to 21.07.2016 10:00 - 11:00,1.082,1.082,0.000,20.60,4.14,
to 21.07.2016 11:00 - 12:00,0.667,0.667,0.000,20.80,4.14,
to 21.07.2016 12:00 - 13:00,0.168,0.168,0.000,21.70,4.21,
to 21.07.2016 13:00 - 14:00,0.168,0.168,0.000,22.40,4.21,
to 21.07.2016 14:00 - 15:00,0.166,0.166,0.000,22.80,4.14,
to 21.07.2016 15:00 - 16:00,0.164,0.164,0.000,23.30,4.08,
to 21.07.2016 16:00 - 17:00,0.287,0.287,0.000,23.80,4.05,
to 21.07.2016 17:00 - 18:00,1.089,1.089,0.000,24.00,4.03,
to 21.07.2016 18:00 - 19:00,0.633,0.633,0.000,24.00,4.16,
to 21.07.2016 19:00 - 20:00,0.166,0.166,0.000,23.70,4.11,
to 21.07.2016 20:00 - 21:00,0.167,0.167,0.000,23.30,4.07,
to 21.07.2016 21:00 - 22:00,0.168,0.168,0.000,22.40,4.02,
to 21.07.2016 22:00 - 23:00,1.821,0.000,1.821,18.80,4.07,
to 21.07.2016 23:00 - 00:00,0.175,0.000,0.175,15.20,3.98,
pe 22.07.2016 00:00 - 01:00,0.642,0.000,0.642,14.00,3.83,
pe 22.07.2016 01:00 - 02:00,1.132,0.000,1.132,13.00,3.63,
pe 22.07.2016 02:00 - 03:00,0.397,0.000,0.397,12.90,3.38,
pe 22.07.2016 03:00 - 04:00,0.174,0.000,0.174,11.00,3.36,
pe 22.07.2016 04:00 - 05:00,0.177,0.000,0.177,9.50,3.29,
pe 22.07.2016 05:00 - 06:00,0.172,0.000,0.172,10.90,3.29,
pe 22.07.2016 06:00 - 07:00,0.166,0.000,0.166,13.50,3.48,
pe 22.07.2016 07:00 - 08:00,1.030,1.030,0.000,15.30,3.92,
pe 22.07.2016 08:00 - 09:00,0.883,0.883,0.000,16.90,4.20,
pe 22.07.2016 09:00 - 10:00,0.155,0.155,0.000,18.40,4.45,
pe 22.07.2016 10:00 - 11:00,0.154,0.154,0.000,19.90,4.46,
pe 22.07.2016 11:00 - 12:00,0.159,0.159,0.000,20.90,4.36,
pe 22.07.2016 12:00 - 13:00,0.163,0.163,0.000,22.20,4.27,
pe 22.07.2016 13:00 - 14:00,0.163,0.163,0.000,23.20,4.20,
pe 22.07.2016 14:00 - 15:00,0.958,0.958,0.000,24.20,4.02,
pe 22.07.2016 15:00 - 16:00,0.889,0.889,0.000,25.10,4.01,
pe 22.07.2016 16:00 - 17:00,0.163,0.163,0.000,25.30,3.94,
pe 22.07.2016 17:00 - 18:00,0.166,0.166,0.000,25.60,3.92,
pe 22.07.2016 18:00 - 19:00,1.263,1.263,0.000,25.90,4.03,
pe 22.07.2016 19:00 - 20:00,1.250,1.250,0.000,25.70,4.19,
pe 22.07.2016 20:00 - 21:00,0.961,0.961,0.000,24.00,4.13,
pe 22.07.2016 21:00 - 22:00,2.148,2.148,0.000,23.20,3.99,
pe 22.07.2016 22:00 - 23:00,3.732,0.000,3.732,19.90,3.91,
pe 22.07.2016 23:00 - 00:00,3.377,0.000,3.377,17.70,3.87,
la 23.07.2016 00:00 - 01:00,3.921,0.000,3.921,16.00,3.60,
la 23.07.2016 01:00 - 02:00,0.221,0.000,0.221,15.00,3.85,
la 23.07.2016 02:00 - 03:00,0.192,0.000,0.192,15.60,3.75,
la 23.07.2016 03:00 - 04:00,0.168,0.000,0.168,16.70,3.61,
la 23.07.2016 04:00 - 05:00,0.150,0.000,0.150,16.70,3.35,
la 23.07.2016 05:00 - 06:00,0.150,0.000,0.150,16.70,3.20,
la 23.07.2016 06:00 - 07:00,0.145,0.000,0.145,17.90,3.18,
la 23.07.2016 07:00 - 08:00,0.152,0.152,0.000,18.20,3.25,
la 23.07.2016 08:00 - 09:00,0.611,0.611,0.000,18.40,3.76,
la 23.07.2016 09:00 - 10:00,0.757,0.757,0.000,19.50,3.96,
la 23.07.2016 10:00 - 11:00,0.720,0.720,0.000,21.00,4.03,
la 23.07.2016 11:00 - 12:00,0.493,0.493,0.000,22.10,4.00,
la 23.07.2016 12:00 - 13:00,0.474,0.474,0.000,23.10,3.96,
la 23.07.2016 13:00 - 14:00,1.152,1.152,0.000,23.50,3.76,
la 23.07.2016 14:00 - 15:00,2.328,2.328,0.000,24.00,3.72,
la 23.07.2016 15:00 - 16:00,3.726,3.726,0.000,22.60,3.70,
la 23.07.2016 16:00 - 17:00,3.454,3.454,0.000,24.40,3.68,
la 23.07.2016 17:00 - 18:00,4.650,4.650,0.000,24.50,3.69,
la 23.07.2016 18:00 - 19:00,3.619,3.619,0.000,24.10,3.79,
la 23.07.2016 19:00 - 20:00,0.495,0.495,0.000,22.90,3.95,
la 23.07.2016 20:00 - 21:00,0.352,0.352,0.000,23.00,4.07,
la 23.07.2016 21:00 - 22:00,0.373,0.373,0.000,22.30,3.95,
la 23.07.2016 22:00 - 23:00,0.346,0.000,0.346,19.30,3.92,
la 23.07.2016 23:00 - 00:00,0.366,0.000,0.366,17.40,3.89,
su 24.07.2016 00:00 - 01:00,1.894,0.000,1.894,16.40,3.61,
su 24.07.2016 01:00 - 02:00,1.294,0.000,1.294,15.60,3.73,
su 24.07.2016 02:00 - 03:00,0.947,0.000,0.947,15.10,3.49,
su 24.07.2016 03:00 - 04:00,0.306,0.000,0.306,15.00,3.22,
su 24.07.2016 04:00 - 05:00,0.314,0.000,0.314,14.70,3.15,
su 24.07.2016 05:00 - 06:00,0.301,0.000,0.301,14.60,3.08,
su 24.07.2016 06:00 - 07:00,0.270,0.000,0.270,15.30,3.05,
su 24.07.2016 07:00 - 08:00,0.312,0.312,0.000,16.90,3.11,
su 24.07.2016 08:00 - 09:00,1.643,1.643,0.000,18.60,3.30,
su 24.07.2016 09:00 - 10:00,1.947,1.947,0.000,19.40,3.62,
su 24.07.2016 10:00 - 11:00,0.701,0.701,0.000,21.00,3.78,
su 24.07.2016 11:00 - 12:00,0.473,0.473,0.000,23.00,3.85,
su 24.07.2016 12:00 - 13:00,0.480,0.480,0.000,24.10,3.87,
su 24.07.2016 13:00 - 14:00,0.468,0.468,0.000,25.00,3.84,
su 24.07.2016 14:00 - 15:00,0.702,0.702,0.000,24.80,3.80,
su 24.07.2016 15:00 - 16:00,1.484,1.484,0.000,24.70,3.71,
su 24.07.2016 16:00 - 17:00,2.228,2.228,0.000,22.20,3.64,
su 24.07.2016 17:00 - 18:00,1.072,1.072,0.000,21.50,3.61,
su 24.07.2016 18:00 - 19:00,0.952,0.952,0.000,23.50,3.69,
su 24.07.2016 19:00 - 20:00,0.914,0.914,0.000,23.80,3.80,
su 24.07.2016 20:00 - 21:00,0.982,0.982,0.000,22.20,3.95,
su 24.07.2016 21:00 - 22:00,1.022,1.022,0.000,22.00,3.99,
su 24.07.2016 22:00 - 23:00,2.813,0.000,2.813,20.50,4.02,
su 24.07.2016 23:00 - 00:00,3.778,0.000,3.778,18.60,3.98,
ma 25.07.2016 00:00 - 01:00,3.346,0.000,3.346,17.40,3.84,
ma 25.07.2016 01:00 - 02:00,3.900,0.000,3.900,16.10,3.61,
ma 25.07.2016 02:00 - 03:00,1.487,0.000,1.487,15.50,3.39,
ma 25.07.2016 03:00 - 04:00,0.248,0.000,0.248,15.30,3.26,
ma 25.07.2016 04:00 - 05:00,0.191,0.000,0.191,15.40,3.22,
ma 25.07.2016 05:00 - 06:00,0.188,0.000,0.188,15.20,3.21,
ma 25.07.2016 06:00 - 07:00,0.187,0.000,0.187,16.40,3.45,
ma 25.07.2016 07:00 - 08:00,0.360,0.360,0.000,18.70,3.95,
ma 25.07.2016 08:00 - 09:00,0.887,0.887,0.000,18.20,4.40,
ma 25.07.2016 09:00 - 10:00,1.087,1.087,0.000,18.50,4.72,
ma 25.07.2016 10:00 - 11:00,2.438,2.438,0.000,19.10,4.72,
ma 25.07.2016 11:00 - 12:00,0.324,0.324,0.000,19.30,5.07,
ma 25.07.2016 12:00 - 13:00,0.309,0.309,0.000,19.30,5.38,
ma 25.07.2016 13:00 - 14:00,0.404,0.404,0.000,19.20,5.38,
ma 25.07.2016 14:00 - 15:00,0.824,0.824,0.000,19.50,5.38,
ma 25.07.2016 15:00 - 16:00,1.034,1.034,0.000,19.80,4.59,
ma 25.07.2016 16:00 - 17:00,2.259,2.259,0.000,20.00,4.61,
ma 25.07.2016 17:00 - 18:00,1.055,1.055,0.000,20.10,4.59,
ma 25.07.2016 18:00 - 19:00,0.701,0.701,0.000,20.30,4.41,
ma 25.07.2016 19:00 - 20:00,1.543,1.543,0.000,20.70,4.45,
ma 25.07.2016 20:00 - 21:00,2.047,2.047,0.000,20.50,4.52,
ma 25.07.2016 21:00 - 22:00,1.234,1.234,0.000,20.40,4.11,
ma 25.07.2016 22:00 - 23:00,2.233,0.000,2.233,20.20,4.11,
ma 25.07.2016 23:00 - 00:00,3.327,0.000,3.327,20.00,4.04,
ti 26.07.2016 00:00 - 01:00,2.952,0.000,2.952,20.00,3.77,
ti 26.07.2016 01:00 - 02:00,0.232,0.000,0.232,19.40,3.47,
ti 26.07.2016 02:00 - 03:00,1.125,0.000,1.125,18.70,3.41,
ti 26.07.2016 03:00 - 04:00,1.038,0.000,1.038,19.00,3.27,
ti 26.07.2016 04:00 - 05:00,0.215,0.000,0.215,18.30,3.21,
ti 26.07.2016 05:00 - 06:00,0.194,0.000,0.194,17.00,3.21,
ti 26.07.2016 06:00 - 07:00,0.188,0.000,0.188,18.20,3.29,
ti 26.07.2016 07:00 - 08:00,0.200,0.200,0.000,18.70,4.04,
ti 26.07.2016 08:00 - 09:00,0.409,0.409,0.000,20.40,4.72,
ti 26.07.2016 09:00 - 10:00,0.637,0.637,0.000,21.60,5.02,
ti 26.07.2016 10:00 - 11:00,0.779,0.779,0.000,22.90,5.40,
ti 26.07.2016 11:00 - 12:00,1.788,1.788,0.000,20.90,5.40,
ti 26.07.2016 12:00 - 13:00,1.501,1.501,0.000,21.10,5.02,
ti 26.07.2016 13:00 - 14:00,0.963,0.963,0.000,22.00,5.15,
ti 26.07.2016 14:00 - 15:00,1.398,1.398,0.000,22.10,4.87,
ti 26.07.2016 15:00 - 16:00,1.846,1.846,0.000,22.30,5.02,
ti 26.07.2016 16:00 - 17:00,1.316,1.316,0.000,22.70,4.76,
ti 26.07.2016 17:00 - 18:00,1.786,1.786,0.000,23.30,4.51,
ti 26.07.2016 18:00 - 19:00,0.948,0.948,0.000,23.20,4.50,
ti 26.07.2016 19:00 - 20:00,1.937,1.937,0.000,24.10,4.47,
ti 26.07.2016 20:00 - 21:00,1.942,1.942,0.000,24.30,4.72,
ti 26.07.2016 21:00 - 22:00,1.125,1.125,0.000,23.80,4.24,
ti 26.07.2016 22:00 - 23:00,3.845,0.000,3.845,23.20,4.39,
ti 26.07.2016 23:00 - 00:00,3.932,0.000,3.932,22.90,4.08,
ke 27.07.2016 00:00 - 01:00,0.475,0.000,0.475,21.50,3.74,
ke 27.07.2016 01:00 - 02:00,1.023,0.000,1.023,21.90,3.49,
ke 27.07.2016 02:00 - 03:00,0.178,0.000,0.178,20.90,3.34,
ke 27.07.2016 03:00 - 04:00,0.163,0.000,0.163,20.30,3.23,
ke 27.07.2016 04:00 - 05:00,0.151,0.000,0.151,20.00,3.21,
ke 27.07.2016 05:00 - 06:00,0.152,0.000,0.152,19.90,3.22,
ke 27.07.2016 06:00 - 07:00,0.441,0.000,0.441,19.60,3.30,
ke 27.07.2016 07:00 - 08:00,1.045,1.045,0.000,19.50,3.91,
ke 27.07.2016 08:00 - 09:00,0.139,0.139,0.000,18.90,4.72,
ke 27.07.2016 09:00 - 10:00,0.363,0.363,0.000,18.90,5.19,
ke 27.07.2016 10:00 - 11:00,1.328,1.328,0.000,19.00,5.40,
ke 27.07.2016 11:00 - 12:00,0.828,0.828,0.000,19.70,5.40,
ke 27.07.2016 12:00 - 13:00,0.798,0.798,0.000,20.40,5.73,
ke 27.07.2016 13:00 - 14:00,1.068,1.068,0.000,20.70,5.73,
ke 27.07.2016 14:00 - 15:00,1.132,1.132,0.000,21.30,5.66,
ke 27.07.2016 15:00 - 16:00,0.787,0.787,0.000,21.30,5.16,
ke 27.07.2016 16:00 - 17:00,2.424,2.424,0.000,21.20,5.40,
ke 27.07.2016 17:00 - 18:00,1.809,1.809,0.000,21.20,4.72,
ke 27.07.2016 18:00 - 19:00,1.454,1.454,0.000,21.30,4.64,
ke 27.07.2016 19:00 - 20:00,0.732,0.732,0.000,21.50,4.46,
ke 27.07.2016 20:00 - 21:00,0.638,0.638,0.000,21.00,4.99,
ke 27.07.2016 21:00 - 22:00,0.538,0.538,0.000,20.20,4.21,
ke 27.07.2016 22:00 - 23:00,2.777,0.000,2.777,19.50,4.39,
ke 27.07.2016 23:00 - 00:00,3.374,0.000,3.374,18.80,4.02,
to 28.07.2016 00:00 - 01:00,3.438,0.000,3.438,18.30,3.71,
to 28.07.2016 01:00 - 02:00,1.061,0.000,1.061,17.80,3.26,
to 28.07.2016 02:00 - 03:00,0.863,0.000,0.863,17.60,3.19,
to 28.07.2016 03:00 - 04:00,0.836,0.000,0.836,14.60,3.12,
to 28.07.2016 04:00 - 05:00,0.165,0.000,0.165,13.00,3.08,
to 28.07.2016 05:00 - 06:00,0.147,0.000,0.147,14.40,3.06,
to 28.07.2016 06:00 - 07:00,0.143,0.000,0.143,15.70,3.19,
to 28.07.2016 07:00 - 08:00,0.151,0.151,0.000,16.60,4.14,
to 28.07.2016 08:00 - 09:00,0.411,0.411,0.000,17.50,4.99,
to 28.07.2016 09:00 - 10:00,0.600,0.600,0.000,18.50,5.20,
to 28.07.2016 10:00 - 11:00,0.774,0.774,0.000,19.70,5.15,
to 28.07.2016 11:00 - 12:00,0.657,0.657,0.000,20.00,5.41,
to 28.07.2016 12:00 - 13:00,0.584,0.584,0.000,21.20,5.18,
to 28.07.2016 13:00 - 14:00,0.612,0.612,0.000,22.80,5.41,
to 28.07.2016 14:00 - 15:00,0.704,0.704,0.000,21.90,5.17,
to 28.07.2016 15:00 - 16:00,0.732,0.732,0.000,21.60,4.95,
to 28.07.2016 16:00 - 17:00,0.650,0.650,0.000,21.50,5.19,
to 28.07.2016 17:00 - 18:00,1.186,1.186,0.000,19.80,4.57,
to 28.07.2016 18:00 - 19:00,0.856,0.856,0.000,21.00,4.68,
to 28.07.2016 19:00 - 20:00,1.716,1.716,0.000,20.30,4.71,
to 28.07.2016 20:00 - 21:00,1.443,1.443,0.000,19.90,5.40,
to 28.07.2016 21:00 - 22:00,0.613,0.613,0.000,18.40,4.45,
to 28.07.2016 22:00 - 23:00,3.817,0.000,3.817,16.90,4.71,
to 28.07.2016 23:00 - 00:00,3.617,0.000,3.617,16.10,4.13,
pe 29.07.2016 00:00 - 01:00,3.337,0.000,3.337,13.70,3.71,
pe 29.07.2016 01:00 - 02:00,3.293,0.000,3.293,12.20,3.50,
pe 29.07.2016 02:00 - 03:00,2.298,0.000,2.298,11.00,3.35,
pe 29.07.2016 03:00 - 04:00,0.533,0.000,0.533,10.70,3.23,
pe 29.07.2016 04:00 - 05:00,1.083,0.000,1.083,10.70,3.05,
pe 29.07.2016 05:00 - 06:00,0.437,0.000,0.437,12.20,3.08,
pe 29.07.2016 06:00 - 07:00,0.141,0.000,0.141,13.40,3.29,
pe 29.07.2016 07:00 - 08:00,0.150,0.150,0.000,14.60,3.68,
pe 29.07.2016 08:00 - 09:00,0.762,0.762,0.000,17.30,5.43,
pe 29.07.2016 09:00 - 10:00,0.931,0.931,0.000,17.80,5.44,
pe 29.07.2016 10:00 - 11:00,0.432,0.432,0.000,20.60,5.44,
pe 29.07.2016 11:00 - 12:00,0.190,0.190,0.000,22.50,5.44,
pe 29.07.2016 12:00 - 13:00,0.186,0.186,0.000,23.40,5.44,
pe 29.07.2016 13:00 - 14:00,0.365,0.365,0.000,21.60,5.44,
pe 29.07.2016 14:00 - 15:00,1.098,1.098,0.000,21.70,5.44,
pe 29.07.2016 15:00 - 16:00,0.338,0.338,0.000,19.60,5.44,
pe 29.07.2016 16:00 - 17:00,0.336,0.336,0.000,21.70,5.44,
pe 29.07.2016 17:00 - 18:00,0.162,0.162,0.000,22.20,4.13,
pe 29.07.2016 18:00 - 19:00,0.167,0.167,0.000,21.80,4.17,
pe 29.07.2016 19:00 - 20:00,0.167,0.167,0.000,21.40,5.43,
pe 29.07.2016 20:00 - 21:00,0.156,0.156,0.000,21.80,5.44,
pe 29.07.2016 21:00 - 22:00,0.150,0.150,0.000,20.70,3.83,
pe 29.07.2016 22:00 - 23:00,0.634,0.000,0.634,17.50,3.73,
pe 29.07.2016 23:00 - 00:00,3.068,0.000,3.068,16.80,3.69,
la 30.07.2016 00:00 - 01:00,0.747,0.000,0.747,15.20,3.58,
la 30.07.2016 01:00 - 02:00,1.128,0.000,1.128,13.80,3.76,
la 30.07.2016 02:00 - 03:00,0.324,0.000,0.324,13.00,3.33,
la 30.07.2016 03:00 - 04:00,0.192,0.000,0.192,12.50,3.17,
la 30.07.2016 04:00 - 05:00,0.170,0.000,0.170,12.30,3.05,
la 30.07.2016 05:00 - 06:00,0.161,0.000,0.161,12.40,3.01,
la 30.07.2016 06:00 - 07:00,0.179,0.000,0.179,13.50,3.02,
la 30.07.2016 07:00 - 08:00,1.077,1.077,0.000,17.20,3.07,
la 30.07.2016 08:00 - 09:00,0.782,0.782,0.000,19.00,3.24,
la 30.07.2016 09:00 - 10:00,0.268,0.268,0.000,20.00,3.40,
la 30.07.2016 10:00 - 11:00,0.494,0.494,0.000,21.80,3.62,
la 30.07.2016 11:00 - 12:00,0.279,0.279,0.000,22.90,3.61,
la 30.07.2016 12:00 - 13:00,0.257,0.257,0.000,23.60,3.57,
la 30.07.2016 13:00 - 14:00,0.256,0.256,0.000,23.40,3.55,
la 30.07.2016 14:00 - 15:00,0.231,0.231,0.000,23.60,3.47,
la 30.07.2016 15:00 - 16:00,0.228,0.228,0.000,21.80,3.35,
la 30.07.2016 16:00 - 17:00,0.226,0.226,0.000,16.90,3.35,
la 30.07.2016 17:00 - 18:00,0.837,0.837,0.000,19.70,3.40,
la 30.07.2016 18:00 - 19:00,1.011,1.011,0.000,20.80,3.45,
la 30.07.2016 19:00 - 20:00,0.216,0.216,0.000,21.60,3.69,
la 30.07.2016 20:00 - 21:00,0.216,0.216,0.000,20.50,3.80,
la 30.07.2016 21:00 - 22:00,0.221,0.221,0.000,21.20,3.77,
la 30.07.2016 22:00 - 23:00,1.733,0.000,1.733,17.80,3.78,
la 30.07.2016 23:00 - 00:00,3.354,0.000,3.354,16.10,3.77,
su 31.07.2016 00:00 - 01:00,2.297,0.000,2.297,15.30,3.65,
su 31.07.2016 01:00 - 02:00,0.945,0.000,0.945,13.90,3.40,
